delivery_id,order_id,order_item,expected_delivery_time_min,actual_delivery_time_min,delivery_item,distance_km
DEL202508006279,ORD202508006279,5,45,40,5,2.4
DEL202508004038,ORD202508004038,3,48,53,3,1.1
DEL202508002728,ORD202508002728,7,40,59,7,7.6
DEL202508008693,ORD202508008693,5,37,48,6,5.7
DEL202508002597,ORD202508002597,3,46,61,3,6.6
DEL202508004008,ORD202508004008,9,37,89,9,3.3
DEL202508003409,ORD202508003409,4,49,53,4,1.9
DEL202508000264,ORD202508000264,,46,,,3.1
DEL202508002741,ORD202508002741,4,48,57,5,4.7
DEL202508000583,ORD202508000583,5,50,57,5,6.7
DEL202508001512,ORD202508001512,5,41,40,3,1.9
DEL202508003905,ORD202508003905,3,45,70,3,4.1
DEL202508005720,ORD202508005720,3,50,51,3,4
DEL202508003669,ORD202508003669,1,49,52,1,6.7
DEL202508005438,ORD202508005438,3,45,73,3,4.6
DEL202508009016,ORD202508009016,6,35,59,6,2.1
DEL202508002787,ORD202508002787,3,35,59,3,2.4
DEL202508006731,ORD202508006731,11,49,40,11,7.7
DEL202508006143,ORD202508006143,1,35,74,1,2.3
DEL202508009759,ORD202508009759,6,50,54,8,1.6
DEL202508006145,ORD202508006145,4,36,70,4,3.8
DEL202508003696,ORD202508003696,1,48,65,1,1.8
DEL202508002861,ORD202508002861,7,36,71,7,3
DEL202508003957,ORD202508003957,7,41,45,7,5.9
DEL202508010358,ORD202508010358,3,35,56,2,3.9
DEL202508001301,ORD202508001301,5,50,43,3,7.9
DEL202508002598,ORD202508002598,6,49,53,6,2.4
DEL202508002475,ORD202508002475,4,45,45,4,2.1
DEL202508004705,ORD202508004705,4,45,68,6,7.6
DEL202508000679,ORD202508000679,6,46,43,6,1.7
DEL202508002271,ORD202508002271,,35,,,3.5
DEL202508007516,ORD202508007516,2,40,61,2,3.2
DEL202508009850,ORD202508009850,5,48,69,5,5
DEL202508010018,ORD202508010018,,50,,,2.5
DEL202508004817,ORD202508004817,3,42,66,3,1.9
DEL202508003551,ORD202508003551,3,45,56,3,7.9
DEL202508006232,ORD202508006232,4,48,56,4,7.2
DEL202508001103,ORD202508001103,6,47,43,6,4.5
DEL202508002545,ORD202508002545,3,37,51,3,3.9
DEL202508006048,ORD202508006048,7,39,69,7,5.5
DEL202508004522,ORD202508004522,2,48,42,2,5.3
DEL202508008111,ORD202508008111,5,44,53,6,4.9
DEL202508009929,ORD202508009929,4,35,45,3,6.3
DEL202508006989,ORD202508006989,3,43,67,1,5.6
DEL202508008017,ORD202508008017,2,46,52,4,6.4
DEL202508009305,ORD202508009305,9,47,59,9,7
DEL202508001929,ORD202508001929,2,43,43,2,4.8
DEL202508009094,ORD202508009094,6,49,78,6,1.2
DEL202508003784,ORD202508003784,,48,,,3.6
DEL202508009413,ORD202508009413,5,36,40,3,6.4
DEL202508006892,ORD202508006892,2,37,40,1,7.4
DEL202508003617,ORD202508003617,3,42,64,3,6.3
DEL202508004131,ORD202508004131,1,39,57,1,1.2
DEL202508000015,ORD202508000015,5,47,61,5,3
DEL202508001104,ORD202508001104,4,44,74,4,7.9
DEL202508002474,ORD202508002474,6,42,64,5,7.9
DEL202508004246,ORD202508004246,11,38,40,11,5.8
DEL202508010436,ORD202508010436,1,45,62,1,4.3
DEL202508002078,ORD202508002078,,35,,,2.6
DEL202508006654,ORD202508006654,3,41,72,3,7.5
DEL202508010232,ORD202508010232,1,47,60,1,4.4
DEL202508005298,ORD202508005298,2,41,75,2,3.9
DEL202508008214,ORD202508008214,,46,,,3.4
DEL202508007626,ORD202508007626,3,48,62,3,3.3
DEL202508009426,ORD202508009426,,48,,,1.1
DEL202508004772,ORD202508004772,4,43,55,4,3.2
DEL202508009061,ORD202508009061,1,44,41,1,6.1
DEL202508008475,ORD202508008475,2,41,40,2,7.1
DEL202508004655,ORD202508004655,4,38,43,4,7.8
DEL202508005468,ORD202508005468,1,47,59,1,4.6
DEL202508005354,ORD202508005354,3,44,50,3,7.4
DEL202508008576,ORD202508008576,6,46,45,6,2.8
DEL202508000700,ORD202508000700,2,48,60,3,3.1
DEL202508005108,ORD202508005108,11,43,65,10,7
DEL202508001842,ORD202508001842,2,44,50,2,6.9
DEL202508000859,ORD202508000859,1,35,74,2,7.5
DEL202508005490,ORD202508005490,5,45,84,3,1.8
DEL202508008207,ORD202508008207,1,41,79,1,2.1
DEL202508005352,ORD202508005352,2,50,86,2,5
DEL202508001847,ORD202508001847,8,45,74,8,2.7
DEL202508003897,ORD202508003897,2,49,63,2,1.4
DEL202508006272,ORD202508006272,3,43,89,3,2.2
DEL202508002677,ORD202508002677,2,50,41,2,3.3
DEL202508008752,ORD202508008752,6,40,41,4,2.6
DEL202508010482,ORD202508010482,2,48,51,2,6
DEL202508002034,ORD202508002034,5,41,40,5,2.4
DEL202508003241,ORD202508003241,2,49,54,2,6.6
DEL202508001687,ORD202508001687,4,42,63,4,3.1
DEL202508009466,ORD202508009466,5,36,61,7,4.3
DEL202508007604,ORD202508007604,2,45,40,2,1.8
DEL202508006184,ORD202508006184,9,35,75,9,6.7
DEL202508004004,ORD202508004004,5,47,72,5,7.2
DEL202508004106,ORD202508004106,4,36,64,2,4.1
DEL202508002325,ORD202508002325,3,48,56,3,2
DEL202508000183,ORD202508000183,4,50,40,4,1.6
DEL202508003466,ORD202508003466,2,48,64,2,2.6
DEL202508010131,ORD202508010131,,48,,,4.6
DEL202508009124,ORD202508009124,3,38,40,1,2.4
DEL202508003113,ORD202508003113,2,48,71,2,1.8
DEL202508000215,ORD202508000215,,47,,,7.4
DEL202508006092,ORD202508006092,5,47,61,7,6.5
DEL202508004722,ORD202508004722,1,49,69,2,3.3
DEL202508010372,ORD202508010372,7,37,82,9,2.8
DEL202508002070,ORD202508002070,5,36,73,5,4.5
DEL202508003004,ORD202508003004,4,47,59,4,5.3
DEL202508000468,ORD202508000468,3,37,75,3,4
DEL202508000045,ORD202508000045,9,38,61,9,7.4
DEL202508001128,ORD202508001128,3,40,60,3,1.7
DEL202508005412,ORD202508005412,3,47,73,3,2.9
DEL202508008624,ORD202508008624,3,40,46,2,7.2
DEL202508000964,ORD202508000964,1,37,45,1,1.2
DEL202508004887,ORD202508004887,,41,,,1
DEL202508002118,ORD202508002118,5,50,54,5,7.2
DEL202508002250,ORD202508002250,9,48,71,9,7.3
DEL202508006245,ORD202508006245,7,43,46,7,7.3
DEL202508000806,ORD202508000806,1,41,77,1,4.1
DEL202508006974,ORD202508006974,3,40,78,3,2.3
DEL202508003281,ORD202508003281,5,46,55,5,5.6
DEL202508008713,ORD202508008713,2,45,46,1,3.3
DEL202508009297,ORD202508009297,,42,,,4.5
DEL202508004429,ORD202508004429,5,41,40,5,6.1
DEL202508001324,ORD202508001324,5,40,90,5,2.2
DEL202508009958,ORD202508009958,4,47,59,2,4.4
DEL202508000953,ORD202508000953,6,35,40,6,4.8
DEL202508004001,ORD202508004001,9,50,79,9,7.7
DEL202508003963,ORD202508003963,9,40,56,9,5.5
DEL202508000304,ORD202508000304,5,38,71,5,4.3
DEL202508007467,ORD202508007467,4,48,44,4,1.7
DEL202508004791,ORD202508004791,2,48,43,2,6.1
DEL202508008761,ORD202508008761,5,46,68,4,6.9
DEL202508009965,ORD202508009965,6,36,72,5,7.7
DEL202508007062,ORD202508007062,10,41,66,10,6.7
DEL202508005072,ORD202508005072,6,43,52,8,4.3
DEL202508001391,ORD202508001391,4,50,54,4,5.8
DEL202508001732,ORD202508001732,7,48,43,6,2.7
DEL202508004922,ORD202508004922,7,42,50,7,3.2
DEL202508009097,ORD202508009097,3,46,40,1,4.1
DEL202508009682,ORD202508009682,2,39,48,2,4.1
DEL202508002701,ORD202508002701,,38,,,3.1
DEL202508002194,ORD202508002194,4,41,61,4,7.8
DEL202508009605,ORD202508009605,1,44,62,1,6.4
DEL202508010140,ORD202508010140,3,40,50,3,3.4
DEL202508002177,ORD202508002177,,48,,,3.4
DEL202508007492,ORD202508007492,5,40,41,5,5.1
DEL202508001299,ORD202508001299,3,39,72,3,2.3
DEL202508004015,ORD202508004015,7,49,83,7,5.3
DEL202508009892,ORD202508009892,1,47,85,1,6.7
DEL202508006090,ORD202508006090,,38,,,7.3
DEL202508001768,ORD202508001768,,45,,,1.4
DEL202508007981,ORD202508007981,3,43,70,3,6.6
DEL202508007993,ORD202508007993,,46,,,6.7
DEL202508005591,ORD202508005591,5,46,61,5,2.4
DEL202508007810,ORD202508007810,2,43,55,2,1.9
DEL202508005308,ORD202508005308,1,36,55,1,6.9
DEL202508006770,ORD202508006770,6,49,61,6,2.6
DEL202508009795,ORD202508009795,7,45,58,8,2.3
DEL202508010084,ORD202508010084,3,47,51,3,3.9
DEL202508009688,ORD202508009688,4,36,66,2,1.7
DEL202508008429,ORD202508008429,3,43,52,3,3.6
DEL202508002623,ORD202508002623,5,44,57,5,6.6
DEL202508004942,ORD202508004942,2,43,40,2,7
DEL202508005356,ORD202508005356,7,36,81,7,3.2
DEL202508000974,ORD202508000974,7,50,90,7,3.3
DEL202508002192,ORD202508002192,5,41,85,5,3.3
DEL202508006744,ORD202508006744,2,39,87,1,1.5
DEL202508009260,ORD202508009260,,47,,,2.1
DEL202508001914,ORD202508001914,9,36,73,9,5.4
DEL202508005637,ORD202508005637,2,44,89,2,6.6
DEL202508001582,ORD202508001582,2,39,56,2,6.9
DEL202508006088,ORD202508006088,4,45,59,4,7.6
DEL202508008061,ORD202508008061,2,47,52,2,4.5
DEL202508002954,ORD202508002954,2,48,78,2,5.9
DEL202508001006,ORD202508001006,8,45,78,8,2.2
DEL202508005333,ORD202508005333,8,46,57,8,3.4
DEL202508009813,ORD202508009813,4,40,81,4,3.6
DEL202508001463,ORD202508001463,8,48,40,7,1.3
DEL202508010025,ORD202508010025,5,38,60,5,2.5
DEL202508004867,ORD202508004867,7,35,62,7,7.3
DEL202508004114,ORD202508004114,2,45,75,2,4.8
DEL202508007727,ORD202508007727,4,45,65,6,7.3
DEL202508001594,ORD202508001594,2,47,51,1,3.8
DEL202508007778,ORD202508007778,,47,,,7.2
DEL202508006322,ORD202508006322,7,49,56,7,5.2
DEL202508004450,ORD202508004450,4,43,45,4,1.2
DEL202508005296,ORD202508005296,1,44,40,1,5.5
DEL202508000823,ORD202508000823,6,47,55,6,4
DEL202508006286,ORD202508006286,6,41,53,6,2.1
DEL202508002395,ORD202508002395,4,35,78,6,4.9
DEL202508009105,ORD202508009105,5,40,82,5,2.4
DEL202508007359,ORD202508007359,1,42,70,3,5.9
DEL202508009627,ORD202508009627,3,48,41,3,5
DEL202508004839,ORD202508004839,1,48,50,1,2.1
DEL202508006772,ORD202508006772,1,46,84,1,2.3
DEL202508003604,ORD202508003604,3,47,69,3,5.3
DEL202508000231,ORD202508000231,2,39,70,2,6.1
DEL202508000741,ORD202508000741,6,40,65,6,7.2
DEL202508008501,ORD202508008501,6,36,53,8,7.3
DEL202508005557,ORD202508005557,7,35,51,7,7.1
DEL202508006901,ORD202508006901,2,36,61,2,1.1
DEL202508007090,ORD202508007090,10,47,55,10,6.8
DEL202508001836,ORD202508001836,2,37,70,2,6.4
DEL202508008073,ORD202508008073,6,46,60,6,2.5
DEL202508001485,ORD202508001485,1,50,63,1,5
DEL202508005973,ORD202508005973,2,36,57,2,2.4
DEL202508008195,ORD202508008195,2,43,46,2,1.2
DEL202508009198,ORD202508009198,8,42,44,8,5.2
DEL202508009608,ORD202508009608,5,48,70,5,5.3
DEL202508005395,ORD202508005395,2,41,67,1,3.4
DEL202508000771,ORD202508000771,1,41,57,1,1.7
DEL202508003982,ORD202508003982,6,40,62,6,7.8
DEL202508000447,ORD202508000447,,47,,,5.6
DEL202508005338,ORD202508005338,,46,,,4.1
DEL202508002926,ORD202508002926,,44,,,4.8
DEL202508004129,ORD202508004129,9,46,54,9,7.9
DEL202508007953,ORD202508007953,,50,,,3.5
DEL202508004913,ORD202508004913,2,42,58,2,7.7
DEL202508006686,ORD202508006686,1,48,62,1,5
DEL202508008925,ORD202508008925,1,50,60,3,7.6
DEL202508009849,ORD202508009849,1,38,57,1,1.3
DEL202508007573,ORD202508007573,8,35,54,8,2.8
DEL202508003009,ORD202508003009,6,40,67,6,1.6
DEL202508005791,ORD202508005791,3,35,78,3,3.6
DEL202508001396,ORD202508001396,,49,,,6.5
DEL202508006602,ORD202508006602,5,47,55,5,7.7
DEL202508008236,ORD202508008236,5,43,57,5,7.8
DEL202508006944,ORD202508006944,3,36,57,3,7.7
DEL202508010303,ORD202508010303,9,42,55,9,3.1
DEL202508008480,ORD202508008480,4,47,49,4,1.9
DEL202508007147,ORD202508007147,10,50,56,10,6
DEL202508001474,ORD202508001474,3,44,55,3,4.9
DEL202508007190,ORD202508007190,4,46,52,4,2.2
DEL202508009351,ORD202508009351,,44,,,2.3
DEL202508010250,ORD202508010250,5,45,51,6,2.8
DEL202508005665,ORD202508005665,2,37,67,3,2.7
DEL202508003122,ORD202508003122,5,49,69,6,1.9
DEL202508009755,ORD202508009755,5,47,54,5,2.6
DEL202508008874,ORD202508008874,3,41,46,3,5.7
DEL202508006349,ORD202508006349,,43,,,3.4
DEL202508004881,ORD202508004881,4,44,64,4,6.7
DEL202508009088,ORD202508009088,3,35,65,3,4.1
DEL202508007502,ORD202508007502,4,39,73,4,7.5
DEL202508003424,ORD202508003424,,43,,,4.4
DEL202508002126,ORD202508002126,6,41,62,6,7.3
DEL202508006556,ORD202508006556,12,40,73,10,7.7
DEL202508008351,ORD202508008351,4,41,53,4,7.5
DEL202508003909,ORD202508003909,2,48,40,2,4.2
DEL202508002142,ORD202508002142,2,47,51,2,3.1
DEL202508005447,ORD202508005447,3,39,56,4,2.9
DEL202508009995,ORD202508009995,3,47,67,3,4.2
DEL202508008981,ORD202508008981,,35,,,3.1
DEL202508001525,ORD202508001525,3,40,54,3,5
DEL202508001631,ORD202508001631,8,49,41,7,4.8
DEL202508000889,ORD202508000889,4,37,53,4,3.1
DEL202508000289,ORD202508000289,2,43,48,1,4.7
DEL202508008011,ORD202508008011,9,43,63,10,1.8
DEL202508009821,ORD202508009821,4,38,40,4,5.8
DEL202508000288,ORD202508000288,7,43,72,9,4.9
DEL202508006351,ORD202508006351,11,45,72,11,1.1
DEL202508008972,ORD202508008972,4,49,49,4,1.5
DEL202508003392,ORD202508003392,,47,,,7.5
DEL202508008676,ORD202508008676,5,40,68,5,1.1
DEL202508010013,ORD202508010013,3,41,58,3,5.9
DEL202508005306,ORD202508005306,3,38,66,1,7.8
DEL202508001843,ORD202508001843,10,39,51,10,5
DEL202508007093,ORD202508007093,7,35,48,7,5
DEL202508010405,ORD202508010405,,43,,,5.3
DEL202508002970,ORD202508002970,4,48,57,6,2
DEL202508002282,ORD202508002282,3,48,43,2,3.8
DEL202508007321,ORD202508007321,5,36,63,5,4.3
DEL202508007342,ORD202508007342,9,46,65,9,8
DEL202508001701,ORD202508001701,6,42,50,6,4.1
DEL202508005732,ORD202508005732,4,40,62,4,7.4
DEL202508003209,ORD202508003209,3,46,40,3,6.9
DEL202508005565,ORD202508005565,2,44,84,2,3.5
DEL202508007329,ORD202508007329,,45,,,6.9
DEL202508001516,ORD202508001516,6,40,63,6,3
DEL202508009317,ORD202508009317,2,37,61,2,5.6
DEL202508005002,ORD202508005002,2,49,40,2,6.9
DEL202508006336,ORD202508006336,7,50,40,7,4.4
DEL202508009174,ORD202508009174,3,45,55,3,6.8
DEL202508001159,ORD202508001159,3,48,53,3,3.1
DEL202508001196,ORD202508001196,5,50,67,5,6.8
DEL202508000539,ORD202508000539,4,48,58,6,5
DEL202508000896,ORD202508000896,,45,,,2.9
DEL202508000175,ORD202508000175,1,44,64,1,1.8
DEL202508009073,ORD202508009073,,36,,,4.3
DEL202508001356,ORD202508001356,2,43,58,2,1.9
DEL202508007613,ORD202508007613,4,36,40,5,6.4
DEL202508003791,ORD202508003791,3,39,78,3,1.6
DEL202508009726,ORD202508009726,4,39,68,4,5.4
DEL202508001637,ORD202508001637,3,36,62,3,6.2
DEL202508007001,ORD202508007001,7,45,75,7,4.5
DEL202508010494,ORD202508010494,9,49,59,9,6.2
DEL202508008083,ORD202508008083,3,36,66,3,4.7
DEL202508007451,ORD202508007451,3,43,58,3,7.3
DEL202508004354,ORD202508004354,6,40,55,6,7.2
DEL202508001772,ORD202508001772,5,46,60,6,7.6
DEL202508000074,ORD202508000074,2,44,66,2,3.2
DEL202508006912,ORD202508006912,,38,,,5.9
DEL202508006809,ORD202508006809,1,36,67,1,3.3
DEL202508003210,ORD202508003210,1,45,50,1,4.5
DEL202508000793,ORD202508000793,,39,,,6.6
DEL202508008736,ORD202508008736,4,42,40,4,3.7
DEL202508002697,ORD202508002697,6,47,63,6,3.2
DEL202508004009,ORD202508004009,2,45,54,2,6.9
DEL202508009619,ORD202508009619,4,37,41,4,4.8
DEL202508007828,ORD202508007828,,36,,,1.6
DEL202508005520,ORD202508005520,4,43,90,4,3.2
DEL202508002702,ORD202508002702,,37,,,3.2
DEL202508009337,ORD202508009337,2,42,45,2,5.6
DEL202508009947,ORD202508009947,5,38,87,5,5.9
DEL202508000482,ORD202508000482,4,35,67,4,6.5
DEL202508007710,ORD202508007710,2,48,50,2,7
DEL202508005906,ORD202508005906,7,50,53,7,1.5
DEL202508002596,ORD202508002596,,49,,,2.3
DEL202508009032,ORD202508009032,2,48,68,2,3.3
DEL202508004195,ORD202508004195,1,35,41,1,2.1
DEL202508006924,ORD202508006924,3,48,70,3,7.3
DEL202508009434,ORD202508009434,6,50,85,8,1.6
DEL202508005135,ORD202508005135,,46,,,6.8
DEL202508000594,ORD202508000594,8,41,53,8,7.7
DEL202508004948,ORD202508004948,,41,,,4.1
DEL202508008531,ORD202508008531,2,50,60,2,1.7
DEL202508001743,ORD202508001743,5,35,57,5,1.2
DEL202508007908,ORD202508007908,2,41,40,2,3.9
DEL202508005278,ORD202508005278,,46,,,6.2
DEL202508000685,ORD202508000685,4,41,73,4,1.9
DEL202508010161,ORD202508010161,7,48,65,7,6.5
DEL202508000593,ORD202508000593,3,50,65,3,7.9
DEL202508009019,ORD202508009019,3,43,64,3,4
DEL202508004050,ORD202508004050,5,46,51,5,4.3
DEL202508005405,ORD202508005405,4,47,64,4,7
DEL202508005233,ORD202508005233,1,47,53,1,7.1
DEL202508003175,ORD202508003175,5,41,79,4,3.4
DEL202508007887,ORD202508007887,1,43,40,1,5.5
DEL202508007947,ORD202508007947,4,36,49,4,6.7
DEL202508008471,ORD202508008471,5,44,63,5,6.5
DEL202508002690,ORD202508002690,4,38,54,4,1.5
DEL202508002216,ORD202508002216,8,41,50,8,8
DEL202508001100,ORD202508001100,7,35,84,7,6.6
DEL202508006922,ORD202508006922,4,43,80,4,3.4
DEL202508003952,ORD202508003952,10,45,60,10,6.5
DEL202508010322,ORD202508010322,3,38,50,3,6.2
DEL202508006378,ORD202508006378,,45,,,1.9
DEL202508007754,ORD202508007754,3,35,73,4,2
DEL202508006362,ORD202508006362,10,41,67,10,7.9
DEL202508001426,ORD202508001426,4,38,60,4,4.9
DEL202508006399,ORD202508006399,4,35,68,4,3.4
DEL202508004625,ORD202508004625,4,50,69,2,7.8
DEL202508009719,ORD202508009719,4,37,82,6,7.9
DEL202508006315,ORD202508006315,2,42,60,1,4.5
DEL202508000178,ORD202508000178,2,46,45,2,3.4
DEL202508009973,ORD202508009973,8,50,78,8,1.2
DEL202508003687,ORD202508003687,1,49,52,1,7
DEL202508007281,ORD202508007281,10,47,42,10,2.9
DEL202508004294,ORD202508004294,6,43,67,6,6
DEL202508006800,ORD202508006800,6,48,64,7,6.2
DEL202508003990,ORD202508003990,2,48,50,2,3.1
DEL202508004536,ORD202508004536,5,42,77,4,6.7
DEL202508006927,ORD202508006927,4,46,62,4,7.5
DEL202508000865,ORD202508000865,2,43,90,2,6
DEL202508002890,ORD202508002890,5,38,68,3,3.3
DEL202508005703,ORD202508005703,4,41,90,4,5
DEL202508006323,ORD202508006323,4,38,50,4,5.8
DEL202508003684,ORD202508003684,,47,,,4.6
DEL202508000882,ORD202508000882,2,35,86,1,7.1
DEL202508009279,ORD202508009279,5,48,63,5,3.9
DEL202508009456,ORD202508009456,6,47,62,5,3.6
DEL202508005764,ORD202508005764,7,50,61,7,3.1
DEL202508002766,ORD202508002766,4,47,90,4,3.4
DEL202508008342,ORD202508008342,3,43,59,3,5.1
DEL202508001226,ORD202508001226,,40,,,1.5
DEL202508007244,ORD202508007244,9,40,70,9,1.5
DEL202508009961,ORD202508009961,3,40,85,1,5.7
DEL202508002412,ORD202508002412,2,43,40,2,5.1
DEL202508001306,ORD202508001306,6,50,56,6,2.8
DEL202508002132,ORD202508002132,8,46,43,8,6.1
DEL202508001821,ORD202508001821,2,36,63,2,6.8
DEL202508004666,ORD202508004666,3,42,44,3,4.8
DEL202508007309,ORD202508007309,3,49,76,3,6.1
DEL202508008260,ORD202508008260,5,38,65,5,4
DEL202508009925,ORD202508009925,4,47,49,2,6.7
DEL202508003278,ORD202508003278,2,40,45,1,1.9
DEL202508009610,ORD202508009610,,39,,,6.7
DEL202508004559,ORD202508004559,,47,,,6.8
DEL202508000847,ORD202508000847,4,44,86,4,6.8
DEL202508008305,ORD202508008305,3,37,64,3,6.3
DEL202508005402,ORD202508005402,2,43,43,2,3.2
DEL202508000840,ORD202508000840,,38,,,7.5
DEL202508009473,ORD202508009473,4,45,65,4,1.2
DEL202508009936,ORD202508009936,4,35,55,4,3.4
DEL202508000928,ORD202508000928,2,37,64,2,4.6
DEL202508007298,ORD202508007298,4,50,52,4,6.8
DEL202508001998,ORD202508001998,5,44,57,5,5.5
DEL202508000123,ORD202508000123,,50,,,3.8
DEL202508001946,ORD202508001946,7,42,40,7,3.4
DEL202508002182,ORD202508002182,2,49,65,2,3.3
DEL202508007918,ORD202508007918,5,48,55,6,4.1
DEL202508006374,ORD202508006374,8,37,82,8,3.4
DEL202508008613,ORD202508008613,4,43,73,4,6.8
DEL202508008277,ORD202508008277,3,44,61,3,4.9
DEL202508010192,ORD202508010192,5,46,48,5,1.4
DEL202508006321,ORD202508006321,3,39,45,3,1.3
DEL202508009957,ORD202508009957,4,40,66,4,6.7
DEL202508009883,ORD202508009883,3,45,40,4,2
DEL202508003038,ORD202508003038,3,41,66,3,1.3
DEL202508005880,ORD202508005880,2,40,63,2,1.5
DEL202508002217,ORD202508002217,3,42,82,3,2.4
DEL202508004525,ORD202508004525,,46,,,7.6
DEL202508006840,ORD202508006840,6,42,78,6,1.9
DEL202508003146,ORD202508003146,5,50,61,5,5.5
DEL202508007737,ORD202508007737,3,47,43,3,5.9
DEL202508000642,ORD202508000642,4,39,63,4,3.6
DEL202508006334,ORD202508006334,3,50,66,3,2
DEL202508000446,ORD202508000446,1,38,42,1,6.2
DEL202508000833,ORD202508000833,5,45,75,5,7.4
DEL202508002966,ORD202508002966,3,42,73,5,5.7
DEL202508009728,ORD202508009728,7,47,59,7,5.3
DEL202508008937,ORD202508008937,4,37,57,4,4.4
DEL202508004024,ORD202508004024,11,38,43,11,6.8
DEL202508001048,ORD202508001048,8,37,51,8,1.6
DEL202508007677,ORD202508007677,,42,,,3.9
DEL202508005149,ORD202508005149,7,44,56,7,6.7
DEL202508007713,ORD202508007713,6,37,54,6,3.9
DEL202508003271,ORD202508003271,3,40,80,3,1.5
DEL202508001925,ORD202508001925,3,45,40,3,3.4
DEL202508000462,ORD202508000462,4,40,49,4,4.4
DEL202508007755,ORD202508007755,5,43,68,5,3.2
DEL202508007987,ORD202508007987,3,50,71,3,1.3
DEL202508003704,ORD202508003704,2,44,78,2,6.8
DEL202508004077,ORD202508004077,,40,,,2
DEL202508003716,ORD202508003716,3,43,47,2,4.9
DEL202508001302,ORD202508001302,7,37,63,7,2
DEL202508002333,ORD202508002333,,40,,,2.8
DEL202508001007,ORD202508001007,3,35,72,3,1.2
DEL202508002604,ORD202508002604,,47,,,1.5
DEL202508004488,ORD202508004488,3,38,67,3,2.6
DEL202508006247,ORD202508006247,5,44,72,5,3.2
DEL202508001038,ORD202508001038,5,43,50,5,8
DEL202508007655,ORD202508007655,11,39,71,11,4.4
DEL202508010298,ORD202508010298,1,43,66,1,7.7
DEL202508002829,ORD202508002829,1,38,71,1,6.9
DEL202508006642,ORD202508006642,,47,,,4.9
DEL202508002792,ORD202508002792,,48,,,5.2
DEL202508002042,ORD202508002042,5,43,43,5,1.5
DEL202508008368,ORD202508008368,1,46,40,1,1.4
DEL202508006692,ORD202508006692,1,39,47,1,2.6
DEL202508000728,ORD202508000728,,46,,,1.8
DEL202508009439,ORD202508009439,5,39,58,5,5.6
DEL202508002951,ORD202508002951,6,42,86,4,7.6
DEL202508009401,ORD202508009401,2,47,74,2,7.9
DEL202508003707,ORD202508003707,6,35,41,6,6.6
DEL202508007788,ORD202508007788,4,38,50,2,2.2
DEL202508008103,ORD202508008103,4,49,61,4,7.9
DEL202508006973,ORD202508006973,5,44,63,5,4.5
DEL202508004711,ORD202508004711,4,45,53,4,2.5
DEL202508002686,ORD202508002686,8,37,63,9,8
DEL202508006371,ORD202508006371,,37,,,4.2
DEL202508001607,ORD202508001607,4,43,53,4,7.8
DEL202508002283,ORD202508002283,2,47,55,3,5.5
DEL202508000179,ORD202508000179,8,43,90,8,3
DEL202508002647,ORD202508002647,5,35,89,5,3.1
DEL202508007884,ORD202508007884,13,47,46,13,3.8
DEL202508005549,ORD202508005549,3,47,40,3,5.7
DEL202508002563,ORD202508002563,2,49,55,2,2.5
DEL202508009222,ORD202508009222,,49,,,7.5
DEL202508008832,ORD202508008832,14,47,40,14,1.2
DEL202508001225,ORD202508001225,5,35,61,5,3.3
DEL202508006310,ORD202508006310,4,49,90,4,1.2
DEL202508004326,ORD202508004326,,35,,,2.7
DEL202508002439,ORD202508002439,1,44,57,1,2.4
DEL202508008909,ORD202508008909,,35,,,5.7
DEL202508009975,ORD202508009975,9,45,66,8,4.8
DEL202508009420,ORD202508009420,3,45,47,3,2.9
DEL202508001406,ORD202508001406,1,39,45,1,1.1
DEL202508005127,ORD202508005127,2,48,40,2,5.6
DEL202508008382,ORD202508008382,7,50,40,7,1.3
DEL202508003649,ORD202508003649,3,44,82,3,3.5
DEL202508009513,ORD202508009513,6,50,62,6,3.1
DEL202508004237,ORD202508004237,7,43,42,7,6.3
DEL202508005330,ORD202508005330,,48,,,1.3
DEL202508006870,ORD202508006870,3,50,45,3,4.5
DEL202508005991,ORD202508005991,3,35,50,3,3.8
DEL202508004730,ORD202508004730,5,50,47,5,7.5
DEL202508006435,ORD202508006435,4,44,40,4,7.6
DEL202508009831,ORD202508009831,1,50,51,1,2.4
DEL202508003919,ORD202508003919,8,48,62,8,3.6
DEL202508010381,ORD202508010381,5,42,54,5,4.1
DEL202508005503,ORD202508005503,4,35,65,4,3.7
DEL202508001268,ORD202508001268,1,44,58,1,7.7
DEL202508001405,ORD202508001405,5,49,64,5,7.9
DEL202508007086,ORD202508007086,7,47,57,9,6.9
DEL202508008459,ORD202508008459,9,41,68,7,5.5
DEL202508004149,ORD202508004149,5,46,56,5,7.2
DEL202508002239,ORD202508002239,5,48,53,5,6.4
DEL202508003702,ORD202508003702,5,45,40,5,1.4
DEL202508006975,ORD202508006975,4,44,59,4,1.4
DEL202508005189,ORD202508005189,2,43,55,2,4
DEL202508002003,ORD202508002003,4,42,68,4,7.2
DEL202508003379,ORD202508003379,6,43,74,6,5.3
DEL202508002371,ORD202508002371,5,40,71,5,6.8
DEL202508001077,ORD202508001077,1,37,90,1,3.9
DEL202508004338,ORD202508004338,6,43,45,6,2.4
DEL202508007679,ORD202508007679,5,46,61,5,5.1
DEL202508010447,ORD202508010447,8,40,51,8,5.1
DEL202508007377,ORD202508007377,6,49,90,6,1.8
DEL202508003169,ORD202508003169,5,43,57,6,1.5
